834,834,834,834,834,834,834,834,834,834,,834,,832
631,IHS_KWA_0701E,UC-227516,Ibadan,Upgrade/Colo,MTN,L26,06-Jan-23,Q1'23,RFI Acknowledged by KAM,RFI Acknowledged by KAM,Closed,KAM,IHS
632,IHS_EKI_0006B,UC-227486,Ibadan,Upgrade/Colo,MTN,L26,12-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,IHS
633,IHS_WAR_0059C,UC-227482,Asaba,Upgrade/Colo,MTN,L26,15-Jan-23,Q1'23,TLA Report and Power Analysis Submitted,TLA Report and Power Analysis Submitted,SBC,SBC,IHS
634,IHS_ANA_1212A,UC-227500,Asaba,Upgrade/Colo,MTN,L26,08-Jan-23,Q1'23,Civil Work Completed and Power Not Required,Civil Work Completed and Power Not Required,RRM,Regional Rollout Manager,IHS
635,IHS_BEN_0028V,UC-227484,Asaba,Upgrade/Colo,MTN,L26,15-Jan-23,Q1'23,Civil Work Completed and Power Not Required,Civil Work Completed and Power Not Required,RRM,Regional Rollout Manager,IHS
636,IHS_KWA_0889A,UC-227497,Ibadan,Upgrade/Colo,MTN,L26,18-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,IHS
637,IHS_EDO_1237B,UC-227505,Asaba,Upgrade/Colo,MTN,L7,08-Jan-23,Q1'23,Civil Work Completed and Power Not Required,Civil Work Completed and Power Not Required,RRM,Regional Rollout Manager,IHS
638,IHS_OYO_0889A,UC-227523,Ibadan,Upgrade/Colo,MTN,L7,06-Jan-23,Q1'23,RFI Acknowledged by KAM,RFI Acknowledged by KAM,Closed,KAM,IHS
639,IHS_BEN_0075C,UC-230781,Asaba,Upgrade/Colo,MTN,L7,15-Jan-23,Q1'23,Civil Work Completed and Power Not Required,Civil Work Completed and Power Not Required,RRM,Regional Rollout Manager,IHS
640,IHS_OYO_0026B,UC-192965,Ibadan,Upgrade/Colo,MTN,L8,09-Jan-23,Q1'23,Equipment On Air,Equipment On Air,Closed,SBC,IHS
641,IHS_OYO_0026B,UC-185211,Ibadan,Upgrade/Colo,MTN,L18,09-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,0,0
642,IHS_OYO_0026B,UC-227453,Ibadan,Upgrade/Colo,MTN,L26,09-Jan-23,Q1'23,RFI Acknowledged by KAM,RFI Acknowledged by KAM,Closed,KAM,IHS
643,IHS_EDO_0870A,UC-193131,Asaba,Upgrade/Colo,MTN,L8,15-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,Regional Rollout Manager,EZZENTIAL GLOBAL SERVICES
644,IHS_EDO_0870A,UC-173092,Asaba,Upgrade/Colo,MTN,L18,15-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,0,0
645,IHS_EDO_0870A,UC-227469,Asaba,Upgrade/Colo,MTN,L26,15-Jan-23,Q1'23,Civil Work Completed and Power Not Required,Civil Work Completed and Power Not Required,RRM,Regional Rollout Manager,IHS
646,IHS_RIV_0704E,UC-227434,PHC,Upgrade/Colo,MTN,L7,13-Jan-23,Q1'23,RFI Completed,RFI Acknowledged by KAM,RPM,KAM,IHS
647,IHS_RIV_0704E,UC-211594,PHC,Upgrade/Colo,MTN,L8,13-Jan-23,Q1'23,RFI Completed,RFI Acknowledged by KAM,RPM,KAM,IHS
648,IHS_RIV_0704E,UC-227454,PHC,Upgrade/Colo,MTN,L18,13-Jan-23,Q1'23,RFI Completed,RFI Acknowledged by KAM,RPM,KAM,IHS
649,IHS_RIV_0704E,UC-130827,PHC,Upgrade/Colo,MTN,L26,13-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,0,TRUSSNET LIMITED
650,IHS_ILO_0731E,CO-229030,Ibadan,Upgrade/Colo,MTN,2G,14-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,NUVERAS TECHNOLOGIES LIMITED
651,IHS_ILO_0731E,UC-229060,Ibadan,Upgrade/Colo,MTN,3G,14-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,IHS
652,IHS_ABI_0063B,CO-231257,Enugu,Upgrade/Colo,Airtel,2G,13-Jan-23,Q1'23,BOQ Approved and Power Upgrade Not Required,RFI Completed,NQA,Rollout Project Manager,EKM
653,IHS_ABI_0063B,UC-231298,Enugu,Upgrade/Colo,Airtel,3G,13-Jan-23,Q1'23,RFI Acknowledged by KAM,RFI Acknowledged by KAM,Closed,KAM,IHS
654,IHS_ENG_0055B,CO-231252,Enugu,Upgrade/Colo,Airtel,2G,10-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,0,EKM
655,IHS_ENG_0055B,UC-231282,Enugu,Upgrade/Colo,Airtel,3G,10-Jan-23,Q1'23,FAC Completed and Equipment On Air,FAC Completed and Equipment On Air,Closed,0,IHS
656,IHS_ENG_0062B,UC-229401,Enugu,Upgrade/Colo,MTN,5G,07-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
657,IHS_ABJ_1550H,UC-232427,Abuja,Upgrade/Colo,Airtel,MW,18-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
658,IHS_ABJ_1606H,UC-232421,Abuja,Upgrade/Colo,Airtel,MW,06-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
659,IHS_ABJ_1583H,UC-232422,Abuja,Upgrade/Colo,Airtel,MW,18-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
660,IHS_ABJ_0970A,UC-232416,Abuja,Upgrade/Colo,Airtel,MW,06-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
661,IHS_ABJ_1143A,UC-232411,Abuja,Upgrade/Colo,Airtel,MW,06-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
662,IHS_ABJ_1172B,UC-232412,Abuja,Upgrade/Colo,Airtel,MW,06-Jan-23,Q1'23,Site Engineer Assigned,TSS Completed,SBC,PMO - TLA,JARUS IMPERIAL NIGERIA LIMITED
663,IHS_PLA_0777A,UC-232365,Abuja,Upgrade/Colo,Airtel,L2600,19-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
664,IHS_WAR_0731C,UC-232387,Asaba,Upgrade/Colo,Airtel,L2600,08-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
665,IHS_EDO_1186H,UC-232383,Asaba,Upgrade/Colo,Airtel,L2600,08-Jan-23,Q1'23,TSS Completed,TSS Completed,PMO - TLA,PMO - TLA,EZZENTIAL GLOBAL SERVICES
666,IHS_LAG_3181B,CO-234697,Lagos,Upgrade/Colo,Airtel,2G,19-Jan-23,Q1'23,TSS Completed,TSS Completed,PMO - TLA,PMO - TLA,LAFRED ENGINEERING COMPANY LIMITED
667,IHS_LAG_3181B,UC-234721,Lagos,Upgrade/Colo,Airtel,3G,19-Jan-23,Q1'23,Civil Work Completed and Power Not Required,RFI Acknowledged by Rollout Project Manager,RRM,KAM,IHS
668,IHS_LAG_0692C,CO-234703,Lagos,Upgrade/Colo,Airtel,2G,10-Jan-23,Q1'23,TSS Completed,TSS Completed,PMO - TLA,PMO - TLA,CENTDOOR LIMITED
669,IHS_LAG_0692C,UC-234716,Lagos,Upgrade/Colo,Airtel,3G,10-Jan-23,Q1'23,Civil Work Completed and Power Not Required,BOQ Approved and Power Upgrade Not Required,RRM,NQA,IHS
670,IHS_LAG_1797A,UC-231719,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,TELENOETICA LIMITED
671,IHS_SAG_0012B,UC-231901,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
672,IHS_LAG_1504A,UC-232276,Lagos,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,GLOVTEX TELECOMMUNICATION LIMITED
673,IHS_AUC_0006B,UC-231491,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,TSS Completed,SBC,PMO - TLA,SNOWVIEW SUPPORT SERVICE LIMITED
674,IHS_OYO_1127B,UC-231919,Ibadan,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Upgrade Initiated,Contractor Approved,HOR,Regional Rollout Manager,0
675,IHS_OYO_0784A,UC-231995,Ibadan,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
676,IHS_OYO_1002A,UC-231935,Ibadan,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
677,IHS_OYO_0971A,UC-232205,Ibadan,Upgrade/Colo,MTN,5G,09-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,GLOVTEX TELECOMMUNICATION LIMITED
678,IHS_IBA_0072B,UC-231936,Ibadan,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Pending,PMO - TLA,Regional Rollout Manager,EKM
679,IHS_OYO_0827A,UC-232148,Ibadan,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Upgrade Initiated,Contractor Approved,HOR,Regional Rollout Manager,0
680,IHS_EKI_0725A,UC-232128,Ibadan,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,Shenymann Projectplus Ltd
681,IHS_OYO_1009A,UC-231910,Ibadan,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
682,IHS_LAG_1767A,UC-231699,Lagos,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
683,IHS_LAG_1700A,UC-231693,Lagos,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
684,IHS_EDO_0776A,UC-232161,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,CENTDOOR LIMITED
685,IHS_EDO_0912A,UC-232174,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,CENTDOOR LIMITED
686,IHS_EKI_0827A,UC-231540,Ibadan,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Pending,PMO - TLA,Regional Rollout Manager,Shenymann Projectplus Ltd
687,IHS_IMO_1327B,UC-231553,Asaba,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Civil Work Completed and Power Not Required,RFI Completed,RRM,Rollout Project Manager,SNOWVIEW SUPPORT SERVICE LIMITED
688,IHS_ANA_0828A,UC-232198,Asaba,Upgrade/Colo,MTN,5G,08-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,CENTDOOR LIMITED
689,IHS_DEL_1079A,UC-231426,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,EZZENTIAL GLOBAL SERVICES
690,IHS_IMO_1307B,UC-231563,Asaba,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,Civil Work Completed and Power Not Required,RFI Completed,RRM,Rollout Project Manager,EKM
691,IHS_ANA_1147A,UC-231392,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,HUNTERS FUNCTIONAL TELECOMS NIGERIA LIMITED
692,IHS_OGN_1300A,UC-231892,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Site Engineer Assigned,TLA Report and Power Analysis Submitted,SBC,SBC,EZZENTIAL GLOBAL SERVICES
693,IHS_SAG_0008B,UC-231838,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,NUVERAS TECHNOLOGIES LIMITED
694,IHS_OYO_1305B,UC-231926,Ibadan,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
695,IHS_DEL_0960A,UC-231465,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
696,IHS_DEL_0805A,UC-232101,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,HUNTERS FUNCTIONAL TELECOMS NIGERIA LIMITED
697,IHS_EDO_0974A,UC-231470,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,Civil Work Completed and Power Not Required,SBC,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
698,IHS_EDO_0976A,UC-231500,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,TSS Completed,SBC,PMO - TLA,SNOWVIEW SUPPORT SERVICE LIMITED
699,IHS_AKA_0004B,UC-231501,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,Civil Work Completed and Power Not Required,SBC,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
700,IHS_EDO_1224B,UC-231498,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Upgrade Initiated,Contractor Approved,HOR,Regional Rollout Manager,0
701,IHS_WAR_0945B,UC-231456,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
702,IHS_ANA_1097A,UC-231424,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,HUNTERS FUNCTIONAL TELECOMS NIGERIA LIMITED
703,IHS_IMO_1000A,UC-231571,Asaba,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,Civil Work Completed and Power Not Required,RFI Completed,RRM,Rollout Project Manager,CENTDOOR LIMITED
704,IHS_LAG_1663A,UC-231607,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,IENGINEERING NIGERIA LIMITED
705,IHS_OND_0807A,UC-232187,Ibadan,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
706,IHS_EDO_0891A,UC-232186,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,EKM
707,IHS_LAG_1944A,UC-231783,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,CENTDOOR LIMITED
708,IHS_LAG_1132A,UC-232017,Lagos,Upgrade/Colo,MTN,5G,08-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,LAFRED ENGINEERING COMPANY LIMITED
709,IHS_OGN_1255A,UC-231864,Lagos,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
710,IHS_LAG_3334C,UC-231661,Lagos,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,Upgrade Initiated,TSS Completed,HOR,PMO - TLA,0
711,IHS_OYO_1052A,UC-231943,Ibadan,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
712,IHS_OGU_0047C,UC-231893,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
713,IHS_OGN_1249A,UC-231845,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
714,IHS_LAG_1782A,UC-231676,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
715,IHS_ENG_0774A,UC-232014,Enugu,Upgrade/Colo,MTN,5G,11-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,CENTDOOR LIMITED
716,IHS_KAN_0818A,UC-232243,Kano,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
717,IHS_LAG_1810A,UC-231703,Lagos,Upgrade/Colo,MTN,5G,11-Jan-23,Q1'23,TSS Completed,RFI Completed,PMO- Power,Rollout Project Manager,LAFRED ENGINEERING COMPANY LIMITED
718,IHS_LAG_1765A,UC-231709,Lagos,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,CENTDOOR LIMITED
719,IHS_ABJ_0963A,UC-231561,Abuja,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
720,IHS_OGN_1152A,UC-231818,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,Bedrock Multifunctions Limited
721,IHS_OGU_0057C,UC-231806,Lagos,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,Bedrock Multifunctions Limited
722,IHS_LAG_2054A,UC-231685,Lagos,Upgrade/Colo,MTN,5G,14-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
723,IHS_OGN_1212A,UC-231855,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,FARALIM GLOBAL SERVICES NIGERIA LIMITED
724,IHS_ABJ_0886A,UC-232066,Abuja,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
725,IHS_LAG_1665A,UC-231651,Lagos,Upgrade/Colo,MTN,5G,14-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,ANCHOR TELECOMS NIGERIA LIMITED
726,IHS_DEL_0935A,UC-232135,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,TSS Completed,PMO - TLA,0,SNOWVIEW SUPPORT SERVICE LIMITED
727,IHS_LAG_1483A,UC-232275,Lagos,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
728,IHS_LAG_1088A,UC-232049,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
729,IHS_ABJ_1392C,UC-231570,Abuja,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,JARUS IMPERIAL NIGERIA LIMITED
730,IHS_LAG_1338A,UC-232080,Lagos,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,Site Engineer Assigned,TSS Completed,SBC,PMO - TLA,IENGINEERING NIGERIA LIMITED
731,IHS_OGN_1115A,UC-231824,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,NUVERAS TECHNOLOGIES LIMITED
732,IHS_BOR_0761A,UC-232253,Kano,Upgrade/Colo,MTN,5G,15-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
733,IHS_OGN_1099A,UC-231815,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,LAFRED ENGINEERING COMPANY LIMITED
734,IHS_LAG_1258A,UC-232041,Lagos,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,TSS Completed,RFI Acknowledged by KAM,PMO - TLA,KAM,LAFRED ENGINEERING COMPANY LIMITED
735,IHS_RIV_0948A,UC-232087,PHC,Upgrade/Colo,MTN,5G,15-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
736,IHS_OGN_1183A,UC-231832,Lagos,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,Bedrock Multifunctions Limited
737,IHS_LAG_1729A,UC-231672,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
738,IHS_LAG_1262A,UC-232044,Lagos,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,GLOVTEX TELECOMMUNICATION LIMITED
739,IHS_OGN_1230A,UC-231847,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
740,IHS_OGN_1089A,UC-231813,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,EKM
741,IHS_ABJ_1125A,UC-231579,Abuja,Upgrade/Colo,MTN,5G,10-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
742,IHS_LAG_1107A,UC-231973,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,EZZENTIAL GLOBAL SERVICES
743,IHS_LAG_1289A,UC-231996,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,LAFRED ENGINEERING COMPANY LIMITED
744,IHS_LAG_1706A,UC-231608,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
745,IHS_LAG_1446A,UC-232264,Lagos,Upgrade/Colo,MTN,5G,16-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
746,IHS_LAG_1893A,UC-231772,Lagos,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Site Engineer Assigned,TSS Completed,SBC,PMO - TLA,EZZENTIAL GLOBAL SERVICES
747,IHS_LAG_2997C,UC-231594,Lagos,Upgrade/Colo,MTN,5G,11-Jan-23,Q1'23,Site Engineer Assigned,Site Engineer Assigned,SBC,SBC,GLOVTEX TELECOMMUNICATION LIMITED
748,IHS_ABJ_0939A,UC-232234,Abuja,Upgrade/Colo,MTN,5G,19-Jan-23,Q1'23,Upgrade Initiated,Upgrade Initiated,HOR,Head Of Region,0
749,IHS_RIV_1338A,UC-231961,PHC,Upgrade/Colo,MTN,5G,13-Jan-23,Q1'23,TSS Completed,TSS Completed,PMO - TLA,PMO - TLA,ANCHOR TELECOMS NIGERIA LIMITED
750,IHS_OGN_1301A,UC-231903,Lagos,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,NUVERAS TECHNOLOGIES LIMITED
751,IHS_LAG_1848A,UC-231770,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,CENTDOOR LIMITED
752,IHS_OYO_0901A,UC-232221,Ibadan,Upgrade/Colo,MTN,5G,14-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
753,IHS_LAG_1917A,UC-231761,Lagos,Upgrade/Colo,MTN,5G,08-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,ANCHOR TELECOMS NIGERIA LIMITED
754,IHS_LAG_3110C,UC-231592,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
755,IHS_BAY_0775A,UC-232088,PHC,Upgrade/Colo,MTN,5G,18-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
756,IHS_OGN_1157A,UC-231827,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,EZZENTIAL GLOBAL SERVICES
757,IHS_OGN_1367A,UC-231880,Lagos,Upgrade/Colo,MTN,5G,06-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,EZZENTIAL GLOBAL SERVICES
758,IHS_OSU_0950A,UC-231884,Ibadan,Upgrade/Colo,MTN,5G,14-Jan-23,Q1'23,RFI Acknowledged by Rollout Project Manager,RFI Acknowledged by KAM,KAM,KAM,EKM
759,IHS_EDO_0975A,UC-231490,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,ANCHOR TELECOMS NIGERIA LIMITED
760,IHS_WAR_0963C,UC-231447,Asaba,Upgrade/Colo,MTN,5G,17-Jan-23,Q1'23,TSS Completed,TLA Report and Power Analysis Submitted,PMO - TLA,SBC,FARALIM GLOBAL SERVICES NIGERIA LIMITED
761,IHS_EDO_0880A,UC-232185,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
762,IHS_EDO_0792A,UC-232183,Asaba,Upgrade/Colo,MTN,5G,12-Jan-23,Q1'23,TSS Completed,Civil Work Completed and Power Not Required,PMO - TLA,Regional Rollout Manager,SNOWVIEW SUPPORT SERVICE LIMITED
